firm,ipo_date,ticker,CUSIP,CRSP perm,post-issue shares,dual dum,Founding,Rollup dum
Fertil-A-Chron,19850211,FRTL,31552200,87784,9100000,0,1983,0
FFB,19860620,FFCT,302913108,75503,9583333,0,1986,0
FFO Financial Group,19881013,FFFG,30242K100,12164,2100000,0,1934,0
FFP Partners LP,19870514,FFP,30242M106,75057,3650000,0,1987,0
FGIC,19860723,FGC,302915103,69972,26014003,0,1983,0
FGX Int Holdings Ltd,20071024,FGXI,G3396L102,92304,21304307,0,1985,0
FHP Corp,19860702,FHPC,302426101,10451,12540000,0,1961,0
Fiberstars,19940818,FBST,315662106,80812,3215345,0,1985,0
FibroGen Inc,20141114,FGEN,31572Q808,15065,55528995,0,1993,0
FIBRONICS INT'L,19831011,FBRX,31572210,34623,2946000,0,1977,0
Fidelity & Guaranty Life,20131213,FGL,315785105,14337,56750000,0,1963,0
Fidelity National Financial,19870225,FNF,316326107,71909,3801873,0,1963,0
Fidus Investment Corp,20110620,FDUS,316500107,12885,8726521,0,2011,0
Fieldworks Inc,19970319,FWRX,31659P103,84612,8582659,0,1992,0
Fifth St Asset Mgmt Inc,20141030,FSAM,31679P109,15008,48856887,1,1998,0
Fifth Street Senior Floating,20130711,FSFR,31679F101,14050,8333434,0,2013,0
Filene's Basement,19910430,BSMT,316866102,76651,17518534,0,1908,0
FileNet,19870721,FILE,316869106,11531,9608170,0,1982,0
Film Roman,19960930,ROMN,317234102,84121,4988662,0,1983,0
FIN'L. INST. SERVICE,19830803,FISI,31758210,34877,4909000,0,1971,0
"FINAL TEST, INC.",19831213,FNLT,31734410,34826,1475000,0,1981,0
FINALCO GROUP,19830812,FLCO,31734710,34834,5367000,0,1968,0
Financial Data Systems,19911204,FDSI,317463107,77217,2260736,0,1985,0
Financial Engines Inc,20100315,FNGN,31748510,93305,39505577,0,1996,0
Financial Federal,19920528,FINF,317492106,77628,4548000,0,1989,0
Financial Federal Savings Bank,19850801,FIFE,31749300,87813,480000,0,1984,0
Financial Institutions Inc,19990624,FISI,317585107,86965,10818733,0,1931,0
Financial Security Assurance,19940506,FSA,31769P100,80596,25868000,0,1985,0
FINANCIAL SECURITY S&L,19830523,FSSLA,31769510,34906,455000,0,1982,0
Fine Host,19960619,FINE,317832103,83655,8925803,0,1985,1
Fine.com Corp,19970811,FDOT,317823102,85290,2155541,0,1994,0
Finest Hour,19870115,PICS,317865103,11024,1749625,0,1982,0
Finevest Foods,19880411,FVF,317916104,75291,79280000,0,1985,0
Fingerhut,19900425,FHT,317867109,76146,24176470,0,1948,0
Finisar Inc,19991111,FNSR,31787A101,87390,40662365,0,1988,0
Finish Line,19920609,FINL,317923100,77669,10116150,1,1976,0
FinishMaster,19940223,FMST,31787P108,80243,6000000,0,1968,0
Finlay Enterprises,19950406,FNLY,317884203,81553,7513796,0,1942,0
FinTech Acquisition Corp,20150213,FNTCU,31809H209,15292,10300000,1,2013,0
Firearms Training Systems,19961126,FATS,318120102,84208,20401224,1,1984,0
FireEye Inc,20130919,FEYE,31816Q101,14159,117470849,0,2004,0
Firefox Communications,19950504,FFOX,318164100,81616,6735484,0,1989,0
Fireman's Fund,19851023,FFC,31818100,68419,71936000,0,1968,0
FirePond Inc,20000204,FIRE,318224102,87605,37751713,0,1983,0
First Albany,19851211,FACT,31846500,87856,2962613,0,1952,0
First Alert,19940328,ALRT,31846N102,80305,9343000,0,1982,0
First Alliance,19960725,FACO,317936102,83751,14250814,1,1975,0
FIRST AMER. FEDERAL,19840622,FAMF,31852110,35116,793000,0,1955,0
First American Health Concepts,19851018,FAHC,31852M00,87864,1835000,0,1985,0
First American Savings FA PA,19860514,FSAM,318598109,10251,3000000,0,1984,0
First Australia Prime Inc Fnd,19860417,FAI,318653102,69366,0,0,1986,0
First Aviation Services Inc,19970227,FAVS,31865W108,84534,8750000,0,1995,1
First Bancorp,19870430,FBNC,318910106,11285,1130550,0,1983,0
First Bank of Philadelphia,19870715,FBKP,319258109,11518,1050000,0,1987,0
First Brands,19891213,FBR,319356101,75880,21911280,0,1977,0
First Cash,19910425,PAWN,31942D107,76856,1600000,0,1988,0
First City Bancorp,19890921,CITY,319591103,75820,1076804,0,1986,0
FIRST COLONIAL BANK,19841130,FCOLA,31972110,87899,1285000,0,1976,0
First Colony,19921208,FCL,319741104,78787,49300000,0,1955,0
First Commonwealth,19951116,FCWI,31998310,82572,3630000,0,1967,0
First Consulting Group Inc,19980213,FCGI,31986R103,85822,17742664,0,1980,0
First Data,19920409,FDC,319963104,77546,79000000,0,1978,0
First Data Corp,20151015,FDC,32008D106,15703,879030067,1,1989,0
FIRST DATA MANAGEMENT,19830928,FDMC,31991510,35466,3525000,0,1969,0
FIRST DATA RESOURCES,19830913,FDRI,32006410,35546,4000000,0,1971,0
First Enterprise Financl Grp,19960722,FENT,319987103,83753,4965789,0,1990,0
"First Essex Bancorp,Andover,MA",19870804,FESX,320103104,11574,8000000,0,1987,0
First Family Group,19860305,FFAM,320145105,75495,3487760,0,1985,0
First Fed S&L Charlotte County,19870925,FSCC,319952107,11720,2500000,0,1934,0
First Fed S&L of Kalamazoo,19850227,FFKZ,31992800,87936,1560000,0,1900,0
First Fed S&L Salt Lake City,19870319,FFUT,319934105,11189,1000000,0,1920,0
First Fed S&L Wooster,19870331,FFSW,32018T109,11225,881666,0,1934,0
FIRST FED. ARIZONA,19830726,FFAZ,32018110,66907,5800000,0,1934,0
FIRST FED. BANK,19840620,FFBN,31992510,35538,550000,0,1955,0
FIRST FED. CAROLINA,19831208,FTSC,31992110,35511,2640000,0,1933,0
FIRST FED. CHARLSTN.,19831103,FFCH,319920104,35503,850000,0,1934,0
FIRST FED. FT. MYERS,19830922,FFMY,31991810,35482,1510000,0,1934,0
FIRST FED. OF MICHIGAN,19831201,FFOM,31991710,35474,9890000,0,1933,0
FIRST FED. SAV. CA,19831209,FFSB,31992210,35530,1980000,0,1929,0
FIRST FEDERAL,19830224,FFWH,31991210,35450,707000,0,1983,0
FIRST FEDERAL (MT),19840322,FFSM,32019610,87952,550000,0,1955,0
FIRST FEDERAL AUSTIN,19830802,FFAT,31991410,35458,1850000,0,1955,0
First Federal Bancorp,19870910,FFS,32017G108,75161,3000000,0,1975,0
First Federal Capital,19891102,FTFC,319960100,75851,1650000,0,1934,0
First Federal of Alabama,19861217,FFAL,32017F100,10974,800000,0,1935,0
First Federal of Western PA,19870609,FFWP,319945101,11399,1150000,0,1900,0
"First Federal S & L, Lenawee",19880615,LFSA,319956108,11619,1357000,0,1900,0
First Federal S&L E Hartford,19870623,FFES,319944104,11449,2365000,0,1930,0
First Federal Savings Arkansas,19860401,FARK,32019B107,10135,3680000,0,1933,0
"First Fin Corp,Providence,RI",19960513,FTFN,320221104,83508,1299929,0,1982,0
FIRST FINANCIAL MGMT.,19830329,FFMC,32024510,35706,2950000,0,1971,0
First Georgia Savings Bank,19870211,FGSV,320370109,11095,819434,0,1984,0
First Hawaiian,20160804,FHB,32051X108,16253,139459620,0,1900,0
First Home Federal S&L,19860807,FSEB,320924103,10553,1345000,0,1955,0
First Horizon Pharmaceutical,20000531,FHRX,32051K106,88249,12339643,0,1992,0
FIRST INDIANA FED.,19830802,FISB,32054410,35829,1100000,0,1904,0
First International Bancorp,19970922,FNCE,32054Q100,85373,7473560,0,1985,0
First Interstate BancSystem In,20100323,FIBK,32055Y20,93304,11500000,1,1968,0
First Investors Financial,19951003,FIFS,32058A101,82491,5566669,0,1989,0
First Marblehead Corp,20031030,FMD,320771108,89877,60060440,0,1991,0
First Mariner Bancorp,19961220,FMAR,320795107,84309,2627000,0,1994,0
FIRST MATAGORDA,19810623,FMAT,32090310,35968,2843000,0,1978,0
First Merchants Acceptance,19940923,FMAC,320816101,80931,3961824,0,1991,0
First Mercury Financial Corp,20061017,FMR,320841109,91523,15874949,0,1973,0
First Midwest Financial,19930920,CASH,320878101,79571,1917625,0,1993,0
First Mortgage,19920416,FMOR,321008104,77522,4650000,0,1975,0
FIRST MUTUAL,19830224,FMSA,32090910,35984,1066000,0,1952,0
First Mutual Savings Bank,19851217,FMSB,32091800,88007,890088,0,1953,0
First NBC Bank Holding Co,20130509,NBCB,32115D106,13934,17854692,0,2006,0
FIRST NORTHERN S&L,19831221,FNGB,33583310,36178,800000,0,1927,0
"First Oak Brook Bancshares,IL",19851119,FOBBA,33584700,88015,1139586,0,1983,0
First Pacific Networks,19920722,FPNX,335933107,77794,17841542,0,1987,0
First Republic Bancorp,19860827,FRBC,33615F104,10623,1438894,0,1985,0
First Republic Bank,20101208,FRC,33616C10,12448,-9,0,1985,0
FIRST SAVINGS OF FL,19831201,FSBF,33590310,36231,2081000,0,1957,0
First Security Group Inc,20050809,FSGI,33631210,90862,17234060,0,1996,0
First Seismic,19900918,FSEI,336397104,76349,3923470,0,1983,0
First Service Bank,19860807,FSBK,336408109,10552,4400000,0,1900,0
First Sierra Financial Inc,19970515,FSFH,335944104,84805,7696310,0,1994,1
First Solar Inc,20061116,FSLR,336433107,91611,72329776,0,1999,0
FIRST SOUTHERN FED.,19830914,FSFA,33644410,36311,3019000,0,1934,0
First State Bancorporation,19931103,FSNM,336453105,79828,1391124,0,1988,0
First State Financial Services,19871218,FSFI,336906102,11831,3175000,0,1900,0
First Team Sports,19871002,FTSP,337157101,11757,2447000,0,1986,0
First Tr Dynamic Europe Eq,20150924,FDEU,33740D107,15674,0,0,2015,0
First Trust Energy Infrastruct,20110928,FIF,33738C103,12974,0,0,2011,0
First Trust High Income Long,20100928,FSD,3.37E+14,12103,0,0,2010,0
First Trust Intermediate,20130523,FPF,33718W103,13897,0,0,2013,0
First Trust Strategic High III,20070327,FHO,33735C106,91857,7750000,0,2006,0
First USA,19920527,FUS,33743H105,77634,25555068,0,1985,0
First USA Paymentech,19960321,PTI,336912100,83204,28833922,0,1985,0
First Virtual Corp,19980429,FVCX,337485106,85979,15564837,0,1993,0
First Virtual Holdings,19961213,FVHI,337486104,84312,10101010,0,1994,0
First Western,19920317,FWCO,337527105,77416,3100000,0,1991,0
FirstLink Communications Inc,19980727,FLCI,33762W108,86262,3564063,0,1994,0
FirstMiss Gold,19880518,FRMG,33761W109,11849,18000000,0,1987,0
FirstWorld Communications Inc,20000307,FWIS,337625305,87770,49246398,1,1992,0
Fischer Imaging,19910815,FIMG,337719108,76793,5060328,0,1973,0
FIserv,19860925,FISV,337738108,10696,6863593,0,1984,0
Fisher & Paykel Healthcare Ltd,20011113,FPHC,33774M10,89206,24977784,0,1970,0
Fisher Business Systems,19870611,FBUS,337753206,11408,2650000,0,1979,0
Fisher Scientific Intl,19911218,FSH,338032105,77150,15000000,0,1902,0
Fisher Transportation Services,19870415,FTSI,338034101,11258,2700000,0,1986,0
Fitbit Inc,20150618,FIT,33812L102,15390,204650619,1,2007,0
Five Below Inc,20120718,FIVE,33829M101,13527,55407256,0,2002,0
Five Oaks Investment Corp,20130321,OAKS,33830W106,13809,7389250,0,2012,0
Five Prime Therapeutics Inc,20130918,FPRX,33830X104,14161,16016807,0,2001,0
Five9 Inc,20140404,FIVN,338307101,14596,46047510,0,2001,0
Flag Telecom Holdings Ltd,20000211,FTHL,G3529L102,87607,132346056,0,1993,0
FLAGLER  BANK CORP.,19840626,FLGL,33838410,36661,364000,0,1974,0
Flagstar Bancorp Inc,19970430,FLGS,337930101,84734,13450000,0,1993,0
Flagstone Reinsurance Holdings,20070329,FSR,G3529T105,91887,84547891,0,2005,0
Flaherty & Crumrine Dynamic,20130523,DFP,33848W106,13898,0,0,2012,0
Flair,19931215,FLAR,33848P101,79968,5557200,0,1982,1
FlashNet Communications Inc,19990316,FLAS,338527104,86775,13390000,0,1995,0
Fleer Corp,19900605,FLER,338892102,76193,9201000,0,1913,0
Fleet Call,19920127,CALL,338898109,77284,49477352,1,1987,0
Fleet Mortgage Group,19920731,FLG,339012106,77824,48300000,0,1972,0
FleetCor Technologies Inc,20101214,FLT,33904110,12449,78719146,0,2003,0
Fleetmatics Group PLC,20121004,FLTX,G35569105,13632,34418867,0,2004,0
Flex Pharma Inc,20150129,FLKS,33938A105,15177,17805409,0,2014,0
FLEXIBLE COMPUTER,19831221,FLXX,33938010,36760,1500000,0,1983,0
FlexiInternational Software,19971212,FLXI,338923105,85689,16492000,0,1990,0
Flexion Therapeutics,20140212,FLXN,33938J106,14457,14746147,0,2007,0
Flextronics,19870928,FLEX,339383101,11724,8084613,0,1969,0
Flextronics International,19940318,FLEX,Y2573F102,80329,9145603,0,1982,0
FLIGHT INT'L. GROUP,19840110,FLTI,33941610,36805,2000000,0,1976,0
FLIR Systems,19930622,FLIR,302445101,79265,4605134,0,1978,0
FLOATING POINT SYSTEM,19780928,FLP,33973410,63589,3489134,0,1970,.
Flores & Rucks,19941130,FNRI,34039C107,81153,15000000,0,1992,0
Flores de New Mexico,19860730,FLWR,340391101,10535,3650000,0,1986,0
Florida Banks Inc,19980729,FLBK,340560101,86261,5752800,0,1997,0
Florida Express,19851016,FEXA,340646108,88082,6314234,0,1984,0
FLORIDA FEDERAL S&L,19830526,FLFE,34064710,36944,9350000,0,1933,0
Florida Panthers Holdings,19961113,PUCK,341064103,84250,12575678,1,1996,0
"FLOW SYSTEMS, INC.",19830310,FLOW,34347110,37058,1822000,0,1974,0
Floware Wireless Systems Ltd,20000801,FLRE,M45919103,88524,31400000,0,1995,0
FlowMole,19880325,MOLE,343533105,11853,6041479,0,1982,0
Fluidigm Corp,20110209,FLDM,34385P108,12577,18975568,0,1999,0
Fluoroscan Imaging Systems,19940708,FLRO,343871208,80748,3226039,0,1984,0
FlyCast Communications,19990504,FCST,344067103,86893,14106795,0,1996,0
FMC Gold,19870625,FGL,302494109,75058,68500000,0,1987,0
FMC Technologies Inc,20010613,FTI,30249U10,89004,76050000,0,1961,0
FMS Financial,19881214,FMCO,302509104,12165,1275000,0,1900,0
FMSA Holdings Inc,20141003,FMSA,30255X106,14961,159910874,0,1986,0
FN FINANCIA,19821217,FNFC,30253110,67504,14865000,0,1959,.
Foamex International,19931207,FMXI,344123104,79971,25076820,0,1958,0
Foamix Pharmaceuticals Ltd,20140918,FOMX,M46135105,14929,20680808,0,2003,0
Focal Communications Corp,19990728,FCOM,344155106,87107,58823000,0,1996,0
Focal Inc,19971211,FOCL,343909107,85690,12865000,0,1991,0
FOCUS Enhancements,19930524,FCSE,344159108,79164,21811388,0,1991,0
Focus Media(China)Holding Co,20050713,FMCN,34415V109,90810,10100000,0,2003,0
Fogdog Sports Inc,19991208,FOGD,344167101,87490,41665000,0,1994,0
Fogo De Chao Inc,20150619,FOGO,34417710,15426,27253018,0,1979,0
Foilmark,19940622,FLMK,344185103,80624,3500000,0,1991,0
FOLKS RESTAURANT,19831122,FOLK,34430810,37146,1500000,0,1983,0
FONAR,19811023,FONR,34443710,37154,14003000,0,1978,0
Food Court Entertainment,19951011,FCENA,344690102,82490,4499240,0,1992,0
Food Integrated Technologies,19931117,FITT,344770102,79826,2514435,0,1992,0
Foodmaker,19870224,JIB,344838107,71933,13280250,0,1951,0
Foodmaker,19920304,FM,344839204,77453,36350000,0,1951,0
Forasol-Foramer,19960510,FSOLF,N33245106,83507,16008538,0,1953,0
Forcenergy Gas Exploration,19950727,FGAS,345206106,81864,17440486,0,1982,0
Fore Systems,19940523,FORE,345449102,80526,12111267,0,1990,0
ForeFront Group,19951220,FFGI,34545P105,82698,4782094,0,1990,0
Forensic Technologies Intern,19960508,FTIC,345518104,83509,3868000,0,1982,0
Foresight Energy LP,20140618,FELP,34552U104,14721,129477790,1,2004,0
FORMASTER CORPORATION,19831215,FMSR,34637210,37242,3982000,0,1981,0
FormFactor Inc,20030611,FORM,346375108,89753,33368000,0,1993,0
Formica,19870626,FORM,346377104,75163,13066984,0,1913,0
Forrester Research,19961126,FORR,346563109,84210,8000000,0,1983,0
FORSCHNER GROUP,19831121,FSNR,34659010,37277,1163000,0,1974,0
Forstmann,19870701,FST,346592108,75164,3860000,0,1900,0
Forstmann,19920226,FSTM,34659270,77358,5585692,0,1900,0
Fort Howard,19950309,FORT,347461105,81487,63101239,0,1919,0
Forte Software,19960311,FRTE,349546101,83263,17695473,0,1991,0
Fortegra Financial Corp,20101216,FRF,34954W10,12450,20256739,0,1981,0
Forterra Inc,20161020,FRTA,34960W106,16384,63789474,0,1991,1
Fortinet Inc,20091118,FTNT,3.50E+14,93132,64393969,0,2000,0
Fortis,19910628,FORT,34956C106,76721,3075000,0,1987,0
Fortress America Acquisition,20050713,FAACU,34957J100,.,8750000,0,2004,0
Fortress Group,19960516,FRTG,34956K108,83506,11460000,0,1980,1
Fortress Investment Group LLC,20070208,FIG,34958B106,91750,401429000,1,1998,0
Fortress Transp & Infra Inv,20150515,FTAI,34960P101,15351,73502873,0,2013,0
FORTUNE FEDERAL,19830215,FORF,34965110,37322,2200000,0,1934,0
FORTUNE SYSTEMS,19830304,FSYS,34968910,37357,22703000,0,1980,0
Fortunet Inc,20060131,FNET,34969Q100,91079,10966612,0,1989,0
Forum Energy Technologies Inc,20120411,FET,34984V100,13337,81900317,0,1989,0
Forum Retirement Partners LP,19861219,,349851105,.,7054856,0,1986,0
Forward Pharma A/S,20141015,FWP,34986J105,15009,45813760,1,2005,0
Fossil,19930408,FOSL,349882100,79089,12762978,0,1984,0
FOSTER MEDICAL,19820805,FMED,35012410,37429,5147000,0,1980,0
Fotoball USA,19940811,FUSA,350384103,80818,2346673,0,1988,0
Foundation Coal Holdings Inc,20041208,FCL,35039W100,90501,44904333,0,1999,0
Foundation Health,19900711,FH,350401105,76248,6876000,0,1978,0
Foundation Medicine,20130925,FMI,350465100,14160,27172342,0,2009,0
Foundry Networks Inc,19990927,FDRY,35063R100,87229,55636000,0,1996,0
Fountain Pharmaceuticals,19900515,FPHI,350754107,76353,10500000,0,1989,0
Four Media Company,19970207,FOUR,350872107,84535,9552502,0,1993,1
FOUR PHASE,19760608,FPS,35089720,60433,1539055,0,1969,.
Four Seasons Hotels Inc,19970206,FS,3.51E+108,84592,32483340,0,1989,0
Fourth Shift,19930714,FSFT,351128103,79385,9138920,0,1982,0
Fox Entertainment Group Inc,19981110,FOX,35138T107,86401,249600000,1,1985,0
Fox Factory Holding Corp,20130807,FOXF,35138V102,14097,36317087,0,1978,0
FoxHollow Technologies Inc,20041027,FOXH,35166A103,90407,22088321,0,1996,0
FoxMeyer,19910829,FOX,351654108,76806,30000000,0,1977,0
FOXMEYER CORPORATION,19830712,FOXM,35165310,67520,4482000,0,1977,0
FPA Medical Management,19941020,FPAM,302543103,80982,2978723,0,1994,0
FPIC Insurance Group,19960801,FPIC,302563101,83866,9019000,0,1975,0
Fractal Design,19951109,FRAC,351681101,82574,8123118,0,1991,0
Frame Technology,19920212,FRAM,351688106,77331,10433000,0,1986,0
"Framingham Savings Bank,MA",19861009,FSBX,351741103,10755,3550000,0,1900,0
Frances Denney Companies,19870710,DNNY,351779103,11503,3747500,0,1900,0
Francesca's Holdings Corp,20110721,FRAN,351793104,12915,43525820,0,1999,0
Franchise Mortgage Acceptance,19971118,FMAX,35181D108,85546,27825000,0,1991,0
Frank's International NV,20130808,FI,N33462107,14089,153524000,0,1938,0
Franklin Bank Corp.,20031218,FBTX,352451108,89928,17880385,0,2001,0
Franklin First Financial,19880823,FFFC,353529100,12019,4500000,0,1934,0
Franklin Ophthalmic Instrument,19930723,FKLN,354267106,79384,2703288,0,1992,0
Franklin Principal Maturity Tr,19890119,PFT,35459D10,75440,17807600,0,1973,0
Franklin Quest,19920602,FNQ,354596108,77637,19362500,0,1983,0
Fred Meyer,19861023,MEYR,59309810,76563,21250318,0,1922,0
Fred's,19920318,FRED,356108100,77420,9305340,1,1947,0
Freedom Acquisition Holdings,20061221,FRH.U,356329201,91690,60000003,0,2006,0
FREEDOM FEDERAL S&L,19841211,FRFE,35637310,88162,1000000,0,1927,0
Freedom Securities Corp,19980402,FSI,35644K103,85944,19040628,0,1975,0
Freemarkets Inc,19991210,FMKT,35660210,87489,33954958,0,1995,0
Freeport McMoRan Energy Ptnrs,19850419,FMP,35671F00,67539,39500000,0,1967,0
Freeport McMoRan Gold,19850627,FAU,35671J00,67547,4004004,0,1976,0
Freeport-McMoRan Copper Co Inc,19880505,FCX,35671D105,75294,21345000,1,1987,0
Freeport-McMoRan Resource,19860620,FRP,356903104,69403,11000000,0,1986,0
Freescale Semiconductor Hldg I,20110525,FSL,G3727Q101,12787,239858593,0,1949,0
Freescale Semiconductor Inc,20040716,FSL,35687M107,90251,408399719,1,1953,0
Freeserve PLC,19990726,FREE,35687210,87068,915304348,0,1998,0
FreeShop.com Inc,19990927,FSHP,356873109,87230,12123287,0,1994,0
FreightCar America Inc,20050405,RAIL,357023100,90672,12532700,0,1901,0
FREMONT GENERAL,19770118,FMT,35728810,37699,2104000,0,1961,.
Frenchtex,19890613,FRCH,357814102,75777,1778500,0,1987,0
Fresh America,19940526,FRES,35803R105,80527,3506229,0,1989,0
Fresh Choice,19921209,SALD,358032100,78198,4313991,0,1986,0
Fresh Del Monte Produce Inc,19971023,FDP,G36738105,85449,47600600,0,1892,0
Fresh Juice,19861112,FRSH,358033108,10847,1800000,0,1985,0
Fresh Market Inc,20101104,TFM,35804H10,12410,47991045,0,1981,0
FRESHER COOKER,19840511,FRSH,35803810,37728,2218000,0,1978,0
Freshpet Inc,20141107,FRPT,358039105,15067,31799037,0,2004,0
Freshstart Venture Capital,19961127,FSVC,35804210,84212,2096876,0,1982,0
Fretter,19860507,FTTR,358321107,10222,15505632,0,1953,0
FREY ASSOCIATES,19830727,FRYA,35833810,37736,1502000,0,1974,0
Freymiller Trucking,19870415,FRML,358340107,11259,2450000,0,1968,0
Friede Goldman International,19970721,FGII,358430106,85180,11850000,0,1982,0
Friedman Billings Ramsey Group,19971223,FBG,358433100,85653,50290000,1,1989,0
Friedman's,19931014,FRDMA,358438109,79695,8906700,1,1920,0
FriendFinder Networks Inc,20110510,FFN,358453108,12793,26724598,0,2004,0
Friendly Ice Cream Corp,19971114,FRND,358497105,85548,7125000,0,1935,0
FRIES ENTERTAINMENT,19840120,FREZ,35861610,66915,3400000,0,1970,0
